Source,ddof1,ddof2,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher,effect_interpretation
model_name,12,72888,420.7797095883262,0.0,2.8651973564265616e-161,0.04295220416659155,0.15118636540470096,False,7.861661351169104e-09,0.0,small
