Source,ddof1,ddof2,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher,effect_interpretation
model_name,13,78962,422.127727220247,0.0,3.00844091807869e-165,0.044480341536077675,0.14262829381261266,False,9.951443796836537e-10,0.0,small
